C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_26_499.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_26_499.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_26_499.jpg, 0, 0, 0, 7.822969E-05
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_26_601.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_26_601.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_26_601.jpg, 0, 0, 0, 7.811427E-05
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_26_708.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_26_708.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_26_708.jpg, 0, 0, 0, 7.919182E-05
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_26_812.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_26_812.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_26_812.jpg, 0, 0, 0, 7.774628E-05
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_26_920.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_26_920.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_26_920.jpg, 0, 0, 0, 7.816788E-05
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_27_028.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_27_028.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_27_028.jpg, 0, 0, 0, 7.875809E-05
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_27_134.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_27_134.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_27_134.jpg, 0, 0, 0, 7.955628E-05
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_27_243.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_27_243.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_27_243.jpg, 0, 0, 0, 7.941063E-05
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_27_347.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_27_347.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_27_347.jpg, 0, 0, 0, 7.833818E-05
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_27_451.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_27_451.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_27_451.jpg, 0, 0, 0, 8.170406E-05
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_27_560.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_27_560.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_27_560.jpg, 0, 0, 0, 7.994712E-05
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_27_662.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_27_662.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_27_662.jpg, 0, 0, 0, 7.784615E-05
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_27_767.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_27_767.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_27_767.jpg, 0, 0.2966109, 0, 0.2510843
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_27_875.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_27_875.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_27_875.jpg, 0, 0.6011977, 0, 0.7876753
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_27_978.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_27_978.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_27_978.jpg, 0, 0.9018031, 0, 1.759511
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_28_080.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_28_080.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_28_080.jpg, 0, 1, 0, 2.951449
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_28_181.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_28_181.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_28_181.jpg, -0.3060456, 1, 0, 4.344934
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_28_283.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_28_283.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_28_283.jpg, -0.4929627, 1, 0, 5.471519
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_28_392.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_28_392.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_28_392.jpg, -0.1933077, 1, 0, 6.628066
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_28_496.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_28_496.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_28_496.jpg, -0.2131911, 1, 0, 7.763021
C:\Users\DELL\OneDrive\Desktop\Data\IMG\center_2022_06_26_15_19_28_601.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\left_2022_06_26_15_19_28_601.jpg, C:\Users\DELL\OneDrive\Desktop\Data\IMG\right_2022_06_26_15_19_28_601.jpg, -0.439164, 1, 0, 9.063091
